movieId,genres,numVotes,primaryTitle,startYear,actors,directors,averageRating
4325,"drama,war",2,stop-loss,2008,"Ryan Phillippe,Abbie Cornish,Joseph Gordon-Levitt,Rob Brown,Channing Tatum,Victor Rasuk,Quay Terry,Matthew Scott Wilcox,Connett Brewer,Timothy Olyphant",['Kimberly Peirce'],6.5
4326,"documentary,musical,imax",1,shine a light,2008,,['Martin Scorsese'],7
4327,"adventure,comedy,fantasy",2,nim's island,2008,"Jodie Foster,Gerard Butler,Gerard Butler,Abigail Breslin,Michael Carman,Mark Brady,Anthony Simcoe,Christopher James Baker,Maddison Joyce,Peter Callan,Rhonda Doyle","['Jennifer Flackett', 'Mark Levin']",6
4328,"comedy,romance",39,forgetting sarah marshall,2008,"Kristen Bell,Jason Segel,Paul Rudd,Mila Kunis,Russell Brand,Bill Hader,Liz Cackowski,Maria Thayer,Jack McBrayer,Taylor Wily",['Nicholas Stoller'],7.538461538
4329,"action,comedy,sci-fi",3,superhero movie,2008,"Drake Bell,Leslie Nielsen,Sara Paxton,Christopher McDonald,Kevin Hart,Marion Ross,Ryan Hansen,Keith David,Brent Spiner,Robert Joy",['Craig Mazin'],4
4330,"crime,drama,thriller",1,street kings,2008,"Keanu Reeves,Forest Whitaker,Hugh Laurie,Chris Evans,Cedric The Entertainer,Jay Mohr,Terry Crews,Naomie Harris,Common,The Game",['David Ayer'],5
4331,"adventure,comedy",13,harold & kumar escape from guantanamo bay,2008,"John Cho,Kal Penn,Neil Patrick Harris,Rob Corddry,Jack Conley,Roger Bart,Danneel Ackles,Eric Winter,Paula Garcés,Jon Reep","['Jon Hurwitz', 'Hayden Schlossberg']",6.615384615
4332,"action,children,sci-fi,imax",3,speed racer,2008,"Emile Hirsch,Matthew Fox,Christina Ricci,Nicholas Elia,Susan Sarandon,Melissa Holroyd,Ariel Winter,Scott Porter,Giancarlo Ganziano,Peter Fernandez","['Lana Wachowski', 'Lilly Wachowski']",6.333333333
4333,"comedy,drama",1,happy-go-lucky,2008,"Sally Hawkins,Alexis Zegerman,Samuel Roukin,Elliot Cowan,Andrea Riseborough,Sinead Matthews,Kate O'Flynn,Sarah Niles,Eddie Marsan,Joseph Kloska",['Mike Leigh'],7
4334,"comedy,documentary",5,religulous,2008,,['Larry Charles'],7.6
4335,"action,horror",2,outpost,2022,"Dallas Roberts,Dylan Baker,Beth Dover,Ato Essandoh,Becky Ann Baker,Dana Millican,Tim Neff,Dougie Dawson,D.R. Anderson,Faith Clark Doebler",['Joe Lo Truglio'],4
4336,"children,comedy,drama",3,son of rambow,2007,"Bill Milner,Will Poulter,Jessica Hynes,Anna Wing,Neil Dudgeon,Tallulah Evans,Emilie Chesnais,Paul Ritter,Finola McMahon,Rachel Mureatroyd",['Garth Jennings'],9.333333333
4337,"comedy,documentary",2,super high me,2007,Brian Unger,['Michael Blieden'],8.5
4338,"comedy,romance",1,outsourced,2006,"Josh Hamilton,Ayesha Dharker,Asif Basra,Matt Smith,Rudolf Rodrigues,Jaineeraj Rajpurohit,Siddharth Jadhav,Sudha Shivpuri,Raghu Mama,Parvati",['John Jeffcoat'],7
4339,comedy,11,baby mama,2008,"Tina Fey,Amy Poehler,Sigourney Weaver,Greg Kinnear,Dax Shepard,Romany Malco,Steve Martin,Maura Tierney,Stephen Mailer,Holland Taylor",['Michael McCullers'],6.272727273
4340,documentary,1,expelled: no intelligence allowed,2008,"Lili Asvar,Adam Behr",['Nathan Frankowski'],2
4341,"horror,mystery,thriller",2,prom night,2008,"Brittany Snow,Scott Porter,Jessica Stroup,Dana Davis,Collins Pennie,Kelly Blatz,James Ransone,Brianne Davis,Kellan Lutz,Mary Mara",['Nelson McCormick'],1.5
4342,"action,adventure,sci-fi",94,iron man,2013,"Majid Akbari,Ahmad Reza Asadi,Hooman Barghnavard,Saeed Bayat,Ahmad Alameh Dahr,Javad Ensafi,Sasan Farhadpoor,Shahram Ghaedi,Amir Ghaffarmanesh,Marjan Ghamari",['Rahim Behboodi Far'],7.64893617
4343,"comedy,romance",4,made of honor,2008,"Patrick Dempsey,Michelle Monaghan,Kevin McKidd,Kadeem Hardison,Chris Messina,Richmond Arquette,Busy Philipps,Whitney Cummings,Emily Nelson,Kathleen Quinlan",['Paul Weiland'],5.75
4344,"action,drama",1,redbelt,2008,"Chiwetel Ejiofor,Tim Allen,Emily Mortimer,Max Martini,Matt Cable,Alice Braga,Jose Pablo Cantillo,Cathy Cahlin Ryan,Luciana Souza,Cyril Takayama",['David Mamet'],6
4345,"action,crime,drama,thriller",42,taken,2008,"Liam Neeson,Maggie Grace,Famke Janssen,Leland Orser,Jon Gries,David Warshofsky,Holly Valance,Katie Cassidy,Xander Berkeley,Olivier Rabourdin",['Pierre Morel'],7.238095238
4346,"drama,romance",1,bella,2022,,['Bridget Murnane'],7
4347,"drama,romance",1,shelter,2022,"Jessica Cameron,Thomas Haley,Sadie Katz,Michael Jon Murphy",['Alexander T. Hwang'],8
4348,"action,adventure,comedy,sci-fi",39,indiana jones and the kingdom of the crystal skull,2008,"Harrison Ford,Cate Blanchett,Shia LaBeouf,Karen Allen,Ray Winstone,John Hurt,Jim Broadbent,Igor Zhizhikin,Dimitri Diatchenko,Ilia Volok",['Steven Spielberg'],5.666666667
4349,comedy,1,nina's heavenly delights,2006,"Laura Fraser,Shelley Conn,Art Malik,Ronny Jhutti,Veena Sood,Atta Yaqub,Zoe Henretty,Raji James,Elaine C. Smith,Rita Wolf",['Pratibha Parmar'],8
4350,"comedy,romance",11,sex and the city,2008,"Sarah Jessica Parker,Kim Cattrall,Cynthia Nixon,Kristin Davis,Chris Noth,Candice Bergen,Jennifer Hudson,David Eigenberg,Evan Handler,Jason Lewis",['Michael Patrick King'],4.818181818
4351,"horror,mystery,thriller",1,all the boys love mandy lane,2006,"Amber Heard,Anson Mount,Whitney Able,Michael Welch,Edwin Hodge,Aaron Himelstein,Luke Grimes,Melissa Price,Adam Powell,Peyton Hayslip",['Jonathan Levine'],6
4352,"action,animation,children,comedy,imax",54,kung fu panda,2008,"Jack Black,Ian McShane,Angelina Jolie,Dustin Hoffman,Jackie Chan,Seth Rogen,Lucy Liu,David Cross,Randall Duk Kim,James Hong","['Mark Osborne', 'John Stevenson']",6.888888889
4353,"comedy,crime,drama,horror",1,ex drummer,2007,"Dries Vanhegen,Norman Baert,Gunter Lamoot,Sam Louwyck,François Beukelaers,Bernadette Damman,Joris Van Der Speeten,Nancy Denijs,Nomie Visser,Dolores Bouckaert",['Koen Mortier'],10
4354,comedy,15,you don't mess with the zohan,2008,"Adam Sandler,John Turturro,Emmanuelle Chriqui,Nick Swardson,Lainie Kazan,Ido Mosseri,Rob Schneider,Dave Matthews,Michael Buffer,Charlotte Rae",['Dennis Dugan'],5.733333333
4355,"horror,thriller",1,stuck,2022,Raoul Silver,['Misterferny'],7
4356,"comedy,drama,romance",1,chaos theory,2016,"Gianni Amawo,Julia Berensen,Chris Jenkins,Michael Keller,Nancy Larned,Jason Maxwell,Carol Mullins,Gregg Painter,Cheryl Solko,Dan Solko",['Ben Larned'],8
4357,"crime,drama",1,boy a,2007,"Andrew Garfield,Peter Mullan,Shaun Evans,Siobhan Finneran,Alfie Owen,Victoria Brazier,Skye Bennett,Madeleine Rakic-Platt,Josef Altin,Dudley Brewis",['John Crowley'],8
4358,"drama,horror,thriller",1,spiral,2021,"Chris Rock,Samuel L. Jackson,Max Minghella,Marisol Nichols,Dan Petronijevic,Richard Zeppieri,Patrick McManus,Ali Johnson,Zoie Palmer,Dylan Roberts",['Darren Lynn Bousman'],9
4359,"adventure,animation,children,romance,sci-fi",104,wall·e,2008,"Ben Burtt,Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,MacInTalk,John Ratzenberger,Kathy Najimy,Sigourney Weaver,Karleen Griffin,Karleen Griffin,Kim Kopf",['Andrew Stanton'],8.115384615
4360,"action,thriller",22,wanted,2011,"Gopichand,Deeksha Seth,Chandramohan,Jayasudha,Prakash Raj,Banerjee,Shafi,Subbaraju,Brahmanandam,Aahuthi Prasad",['B.V.S. Ravi'],6.318181818
4361,"action,adventure,comedy,crime,fantasy",29,hancock,2008,"Will Smith,Charlize Theron,Jason Bateman,Jae Head,Eddie Marsan,David Mattey,Maetrix Fitten,Thomas Lennon,Johnny Galecki,Hayley Marie Norman",['Peter Berg'],6.068965517
4362,"action,comedy",16,get smart,2008,"Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson,Terence Stamp,Terry Crews,David Koechner,James Caan,Bill Murray,Patrick Warburton",['Peter Segal'],6.9375
4363,"children,comedy",1,st. trinian's,2007,"Talulah Riley,Rupert Everett,Rupert Everett,Gemma Arterton,Jodie Whittaker,Kathryn Drysdale,Juno Temple,Antonia Bernath,Amara Karan,Tamsin Egerton,Lily Cole","['Oliver Parker', 'Barnaby Thompson']",5
4364,"children,comedy,drama,mystery",2,kit kittredge: an american girl,2008,"Abigail Breslin,Stanley Tucci,Joan Cusack,Julia Ormond,Chris O'Donnell,Jane Krakowski,Wallace Shawn,Max Thieriot,Willow Smith,Glenne Headly",['Patricia Rozema'],6
4365,documentary,3,encounters at the end of the world,2007,Werner Herzog,['Werner Herzog'],9
4366,"comedy,horror",1,zombie strippers!,2008,"Jenna Jameson,Robert Englund,Roxy Saint,Penny Vital,Whitney Anderson,Jennifer Holland,Shamron Moore,Jeannette Sousa,Carmit Levité,Johnny Hawkes",['Jay Lee'],1
4367,war,1,battle for haditha,2007,"Matthew Knoll,Elliot Ruiz,Eric Mehalacopoulos,Nathan De La Cruz,Andrew McLaren,Jase Willette,Thomas Hennessy,Tony Spencer,Vernon Gaines,Antonio Tostado",['Nick Broomfield'],8
4368,"comedy,musical,romance",14,mamma mia!,2008,"Meryl Streep,Pierce Brosnan,Amanda Seyfried,Stellan Skarsgård,Nancy Baldwin,Colin Firth,Heather Emmanuel,Colin Davis,Rachel McDowall,Ashley Lilley",['Phyllida Lloyd'],5.928571429
4369,"action,adventure,horror,sci-fi,thriller",1,rogue,2020,"Megan Fox,Philip Winchester,Greg Kriek,Brandon Auret,Jessica Sutton,Kenneth Fok,Isabel Bassett,Adam Deacon,Sisanda Henna,Tamer Burjaq",['M.J. Bassett'],7
4370,"action,adventure,sci-fi",5,journey to the center of the earth,2008,"Brendan Fraser,Josh Hutcherson,Aníta Briem,Seth Meyers,Jean Michel Paré,Jane Wheeler,Frank Fontaine,Giancarlo Caltabiano,Kaniehtiio Horn,Garth Gilker",['Eric Brevig'],5
4371,"adventure,children,comedy,romance,sci-fi",2,meet dave,2008,"Eddie Murphy,Eddie Murphy,Elizabeth Banks,Gabrielle Union,Scott Caan,Ed Helms,Kevin Hart,Mike O'Malley,Pat Kilbane,Judah Friedlander,Marc Blucas",['Brian Robbins'],7
4372,"horror,thriller",1,shrooms,2007,"Lindsey Haun,Jack Huston,Max Kasch,Maya Hazen,Alice Greczyn,Robert Hoffman,Don Wycherley,Sean McGinley,Toby Sedgwick,André Pollack",['Paddy Breathnach'],7
4373,"crime,drama,thriller",1,transsiberian,2008,"Woody Harrelson,Emily Mortimer,Ben Kingsley,Kate Mara,Eduardo Noriega,Thomas Kretschmann,Etienne Chicot,Mac McDonald,Colin Stinton,Perlis Vaisieta",['Brad Anderson'],5
4374,"action,drama,mystery,sci-fi,thriller,imax",43,watchmen,2009,"Jackie Earle Haley,Patrick Wilson,Patrick Wilson,Carla Gugino,Carla Gugino,Malin Akerman,Malin Akerman,Billy Crudup,Billy Crudup,Matthew Goode,Matthew Goode,Jeffrey Dean Morgan,Jeffrey Dean Morgan,Matt Frewer,Stephen McHattie,Laura Mennell",['Zack Snyder'],7.976744186
4375,"drama,thriller",1,shotgun stories,2007,"Michael Shannon,Douglas Ligon,Barlow Jacobs,Michael Abbott Jr.,Travis Smith,Lynnsee Provence,David Rhodes,Glenda Pannell,G. Alan Wilkins,Natalie Canerday",['Jeff Nichols'],5
4376,"comedy,romance",1,watching the detectives,2007,"Cillian Murphy,Lucy Liu,Jason Sudeikis,Michael Panes,Callie Thorne,Michael Yurchak,Heather Burns,Mark Harelik,Ali Reza,Josh Pais",['Paul Soter'],10
4377,"crime,drama",2,felon,2008,"Stephen Dorff,Marisol Nichols,Vincent Miller,Anne Archer,Larnell Stovall,Val Kilmer,Sam Shepard,Johnny Lewis,Harold Perrineau,Shawn Prince",['Ric Roman Waugh'],7
4378,comedy,28,step brothers,2008,"Will Ferrell,John C. Reilly,Mary Steenburgen,Richard Jenkins,Adam Scott,Kathryn Hahn,Andrea Savage,Lurie Poston,Elizabeth Yozamp,Logan Manus",['Adam McKay'],7.107142857
4379,documentary,8,man on wire,2008,,['James Marsh'],7.375
4380,"crime,horror,thriller",1,pathology,2008,"Alyssa Milano,Milo Ventimiglia,Keir O'Donnell,Michael Weston,Lauren Lee Smith,Johnny Whitworth,John de Lancie,Mei Melançon,Buddy Lewis,Dan Callahan",['Marc Schölermann'],8
4381,drama,1,frozen river,2008,"Melissa Leo,Misty Upham,Charlie McDermott,Michael O'Keefe,Mark Boone Junior,James Reilly,Jay Klaitz,John Canoe,Dylan Carusona,Michael Skye",['Courtney Hunt'],9
4382,"comedy,drama,romance",16,vicky cristina barcelona,2008,"Rebecca Hall,Scarlett Johansson,Javier Bardem,Christopher Evan Welch,Chris Messina,Patricia Clarkson,Kevin Dunn,Julio Perillán,Juan Quesada,Ricard Salom",['Woody Allen'],6.1875
4383,"action,comedy,crime",31,pineapple express,2008,"Seth Rogen,James Franco,Gary Cole,Danny McBride,Kevin Corrigan,Craig Robinson,Rosie Perez,Rosie Perez,Ed Begley Jr.,Nora Dunn,Amber Heard",['David Gordon Green'],7.35483871
4384,"action,drama,thriller",1,hell ride,2008,"Larry Bishop,Dennis Hopper,Michael Madsen,Julia Jones,Leonor Varela,Austin Galuppo,Pete Randall,Vinnie Jones,David Carradine,Dean Delray",['Larry Bishop'],4
4385,"action,adventure,comedy,war",33,tropic thunder,2008,"Ben Stiller,Jack Black,Robert Downey Jr.,Jeff Kahn,Anthony Ruivivar,Jay Baruchel,Brandon T. Jackson,Eric Winzenried,Steve Coogan,Valerie Azlynn",['Ben Stiller'],7
4386,"action,adventure,animation,sci-fi",7,star wars: the clone wars,2008,"Matt Lanter,Nika Futterman,Nika Futterman,Tom Kane,Tom Kane,Tom Kane,Ashley Eckstein,James Arnold Taylor,James Arnold Taylor,James Arnold Taylor,Dee Bradley Baker,Dee Bradley Baker,Dee Bradley Baker,Ian Abercrombie,Ian Abercrombie,Corey Burton,Corey Burton,Corey Burton,Catherine Taber,Matthew Wood",['Dave Filoni'],4.714285714
4387,"action,adventure,sci-fi",1,mutant chronicles,2008,"Thomas Jane,Ron Perlman,Devon Aoki,Sean Pertwee,Benno Fürmann,John Malkovich,Anna Walton,Tom Wu,Steve Toussaint,Luis Echegaray",['Simon Hunter'],7
4388,comedy,1,hamlet 2,2008,"Steve Coogan,Elisabeth Shue,Catherine Keener,J.J. Soria,Skylar Astin,Phoebe Strole,Melonie Diaz,Arnie Pantoja,Michael Esparza,Natalie Amenula",['Andrew Fleming'],4
4389,"action,adventure,sci-fi,thriller",9,death race,2008,"Jason Statham,Joan Allen,Tyrese Gibson,Ian McShane,Natalie Martinez,Max Ryan,Jason Clarke,Frederick Koehler,Jacob Vargas,Justin Mader",['Paul W.S. Anderson'],6.444444444
4390,"horror,mystery,thriller",1,mirrors,2018,"Jonathan Fitzgerald,Sarah Grace Lee,Jerry Rudasill,Jerry Rudasill,Michael D. Robinson II,Munir Kreidie,Quang Ly,Anna Fodde-Reguer,Hanh Nguyen,Steven J. Klaszky,Frank Sellers",['Michael Wellenreiter'],3
4391,"action,western",3,sukiyaki western django,2007,"Hideaki Itô,Kôichi Satô,Quentin Tarantino,Yûsuke Iseya,Masanobu Andô,Masato Sakai,Shun Oguri,Yôji Tanaka,Takaaki Ishibashi,Ruka Uchida",['Takashi Miike'],6.666666667
4392,drama,1,somers town,2008,"Piotr Jagiello,Ireneusz Czop,Perry Benson,Thomas Turgoose,Kate Dickie,Wojciech Olczak,Wojtek Macierznski,Ben Porter,Jamie Belman,Steven Hillman",['Shane Meadows'],7
4393,"comedy,crime,drama",39,burn after reading,2008,"Brad Pitt,Frances McDormand,George Clooney,John Malkovich,Tilda Swinton,Richard Jenkins,Elizabeth Marvel,David Rasche,J.K. Simmons,Olek Krupa","['Ethan Coen', 'Joel Coen']",6.974358974
4394,comedy,3,disaster movie,2008,"Carmen Electra,Vanessa Lachey,Nicole Parker,Nicole Parker,Nicole Parker,Matt Lanter,Gary 'G. Thang' Johnson,Crista Flanagan,Crista Flanagan,Kim Kardashian,Ike Barinholtz,Ike Barinholtz,Ike Barinholtz,Tony Cox,Tad Hilgenbrink","['Jason Friedberg', 'Aaron Seltzer']",1.666666667
4395,"action,adventure,sci-fi,thriller",3,babylon a.d.,2008,"Vin Diesel,Michelle Yeoh,Mélanie Thierry,Gérard Depardieu,Charlotte Rampling,Mark Strong,Lambert Wilson,Jérôme Le Banner,Joel Kirby,Souleymane Dicko",['Mathieu Kassovitz'],4.666666667
4396,"crime,drama,thriller",4,traitor,2008,"Don Cheadle,Guy Pearce,Archie Panjabi,Saïd Taghmaoui,Neal McDonough,Alyy Khan,Raad Rawi,Hassam Ghancy,Mozhan Navabi,Adeel Akhtar",['Jeffrey Nachmanoff'],6.75
4397,"action,crime,thriller",2,bangkok dangerous,2008,"Nicolas Cage,Charlie Yeung,Shahkrit Yamnarm,Panward Hemmanee,Nirattisai Kaljareuk,Dom Hetrakul,Tuck Napaskorn,Stephen Baldocchi,Chris Heebink,James With","['Danny Pang', 'Oxide Chun Pang']",6.5
4398,"horror,sci-fi,thriller",1,altered,2015,"Carl Bailey,Morgan Jaye Williams,Michael P Gardner,Jason Bee,Andrew Shane Autry,Joshua Wilkins,Paxton Carr,Tom Barlow,Caleb Barnick,Mayat Nooner","['Collin Joseph Neal', 'Christopher A. Nooner']",6
4399,"crime,mystery,thriller",1,righteous kill,2008,"Robert De Niro,Al Pacino,Carla Gugino,50 Cent,John Leguizamo,Donnie Wahlberg,Brian Dennehy,Trilby Glover,Saidah Arrika Ekulona,Alan Rosenberg",['Jon Avnet'],6
4400,"drama,thriller",2,lakeview terrace,2008,"Samuel L. Jackson,Patrick Wilson,Kerry Washington,Ron Glass,Justin Chambers,Jay Hernandez,Regine Nehy,Jaishon Fisher,Robert Pine,Keith Loneker",['Neil LaBute'],6
4401,"comedy,fantasy,romance",2,ghost town,2023,"Owen Conway,Robert Sprayberry,Eva Hamilton,Becky Jo Harris,Brittany Mae,Kirt Barnes,Rene Barraza Jr.,Christopher Beeman,Nathaniel Burns,Robert Conway",['Owen Conway'],4
4402,western,1,appaloosa,2008,"Ed Harris,Viggo Mortensen,Renée Zellweger,Jeremy Irons,Robert Jauregui,Timothy V. Murphy,Luce Rains,James Tarwater,Boyd Kestner,Gabriel Marantz",['Ed Harris'],6
4403,"action,animation,comedy,horror",1,dead fury,2008,Frank Sudol,['Frank Sudol'],6
4404,"action,crime,thriller,imax",8,eagle eye,2008,"Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chiklis,Anthony Mackie,Ethan Embry,Billy Bob Thornton,Anthony Azizi,Cameron Boyce,Lynn Cohen",['D.J. Caruso'],6.125
4405,comedy,6,how to lose friends & alienate people,2008,"Simon Pegg,Kirsten Dunst,Megan Fox,Kelan Guy,Danny Huston,Gillian Anderson,Kelly Jo Charge,Christian Maier Smith,Katherine Parkinson",['Robert B. Weide'],5.666666667
4406,"comedy,drama,romance",10,nick and norah's infinite playlist,2008,"Michael Cera,Kat Dennings,Aaron Yoo,Rafi Gavron,Ari Graynor,Alexis Dziena,Jonathan B. Wright,Zachary Booth,Jay Baruchel,Justin Rice",['Peter Sollett'],6.7
4407,"drama,romance",2,rachel getting married,2008,"Anne Hathaway,Rosemarie DeWitt,Debra Winger,Sebastian Stan,Sebastian Stan,Roslyn Ruff,Bill Irwin,Anna Deavere Smith,Annaleigh Ashford,Zafer Tawil,Beau Sia",['Jonathan Demme'],5.5
4408,"action,drama,thriller",11,body of lies,2008,"Leonardo DiCaprio,Russell Crowe,Mark Strong,Golshifteh Farahani,Oscar Isaac,Ali Suliman,Alon Aboutboul,Vince Colosimo,Simon McBurney,Mehdi Nebbou",['Ridley Scott'],7.545454545
4409,"adventure,children,sci-fi",3,city of ember,2008,"Saoirse Ronan,Toby Jones,Bill Murray,David Ryall,Harry Treadaway,Mary Kay Place,Tim Robbins,Mackenzie Crook,Ian McElhinney,B.J. Hogg",['Gil Kenan'],5.666666667
4410,"action,adventure,sci-fi",2,"20,000 leagues under the sea",1972,Bernard Cowan,"['Jules Bass', 'Arthur Rankin Jr.']",7.5
4411,"action,crime,drama,thriller",3,max payne,2008,"Mark Wahlberg,Mila Kunis,Beau Bridges,Ludacris,Chris O'Donnell,Donal Logue,Amaury Nolasco,Kate Burton,Olga Kurylenko,Rothaford Gray",['John Moore'],4.333333333
4412,"comedy,drama,romance",21,zack and miri make a porno,2008,"Seth Rogen,Elizabeth Banks,Craig Robinson,Gerry Bednob,Edward Janda,Nicholas Lombardi,Chris Milan,Jennifer Schwalbach Smith,Kenny Hotz,Brandon Routh",['Kevin Smith'],7.047619048
4413,drama,1,w.,2008,"Josh Brolin,Elizabeth Banks,Ioan Gruffudd,Colin Hanks,Toby Jones,Dennis Boutsikaris,Jeffrey Wright,Thandiwe Newton,Scott Glenn,Richard Dreyfuss",['Oliver Stone'],5
4414,"comedy,romance",3,my best friend's girl,2008,"Kate Hudson,Dane Cook,Jason Biggs,Alec Baldwin,Diora Baird,Lizzy Caplan,Riki Lindhome,Mini Anden,Hilary Pingle,Nate Torrence",['Howard Deutch'],8
4415,"comedy,drama",4,"synecdoche, new york",2008,"Philip Seymour Hoffman,Samantha Morton,Michelle Williams,Catherine Keener,Sadie Goldstein,Tom Noonan,Peter Friedman,Charles Techman,Josh Pais,Daniel London",['Charlie Kaufman'],6.25
4416,documentary,1,tokyo-ga,1985,,['Wim Wenders'],6
4417,"comedy,romance",1,"angus, thongs and perfect snogging",2008,"Georgia Groome,Aaron Taylor-Johnson,Karen Taylor,Alan Davies,Eleanor Tomlinson,Georgia Henshaw,Manjeeven Grewal,Kimberley Nixon,Sean Bourke,Tommy Bastow",['Gurinder Chadha'],5
4418,"crime,drama",2,pride and glory,2008,"Edward Norton,Colin Farrell,Noah Emmerich,Jon Voight,Jennifer Ehle,John Ortiz,Frank Grillo,Shea Whigham,Lake Bell,Carmen Ejogo","[""Gavin O'Connor""]",6
4419,"action,crime",13,rocknrolla,2008,"Gerard Butler,Tom Wilkinson,Idris Elba,Thandiwe Newton,Mark Strong,Tom Hardy,Karel Roden,Toby Kebbell,Jeremy Piven,Ludacris",['Guy Ritchie'],7.538461538
4420,"adventure,fantasy,sci-fi",2,tin man,1983,"Timothy Bottoms,Deana Jürgens,John Phillip Law,Troy Donahue,Gerry Black,Brian Avery,Richard Stahl,Hank Underwood,Will MacMillan,Michael W. Green",['John G. Thomas'],4.5
4421,"action,adventure,animation,children,comedy,imax",13,madagascar: escape 2 africa,2008,"Ben Stiller,Chris Rock,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric The Entertainer,Andy Richter,Bernie Mac,Alec Baldwin,Sherri Shepherd","['Eric Darnell', 'Tom McGrath']",7.384615385
4422,"drama,mystery,romance,thriller",1,blindness,2016,"Maria Mamona,Malgorzata Zajaczkowska,Janusz Gajos,Marek Kalita,Bartosz Porczyk,Kazimierz Kaczor,Slawomir Orzechowski,Marcin Tronski,Krzysztof Ogloza,Barbara Bursztynowicz",['Ryszard Bugajski'],7
4423,"crime,drama,mystery",8,changeling,2008,"Angelina Jolie,Colm Feore,Amy Ryan,Gattlin Griffith,Michelle Gunn,Jan Devereaux,Erica Grant,Antonia Bennett,Kerri Randles,Frank Wood",['Clint Eastwood'],6.875
4424,"crime,drama,romance",71,slumdog millionaire,2008,"Dev Patel,Freida Pinto,Saurabh Shukla,Anil Kapoor,Raj Zutshi,Jeneva Talwar,Irrfan Khan,Azharuddin Mohammed Ismail,Ayush Mahesh Khedekar,Jira Banjara",['Danny Boyle'],7.61971831
4425,"action,adventure,thriller",35,quantum of solace,2008,"Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini,Gemma Arterton,Jeffrey Wright,David Harbour,Jesper Christensen,Anatole Taubman",['Marc Forster'],6.914285714
4426,comedy,20,role models,2017,"Fahadh Faasil,Namitha Pramod,Renji Panicker,Vinay Forrt,Vinayakan,Sharafudheen,Siddique,Seetha,Bibin George,Harisree Ashokan",['Raffi'],7.25
4427,drama,1,tokyo!,2008,"Ayako Fujitani,Ryô Kase,Ayumi Ito,Nao Ômori,Satoshi Tsumabuki,Ken Mitsuishi,Yuno Iriguchi,Rie Minemura,Ben Himura,Kenjirô Ishimaru","['Leos Carax', 'Michel Gondry', 'Bong Joon Ho']",7
4428,"action,drama,thriller",2,jcvd,2008,"Jean-Claude Van Damme,Valérie Bodson,Hervé Sogne,Rock Chen,Huifang Wang,John Flanders,Renata Kamara,Mourade Zeguendi,Vincent Lecuyer,Jenny De Chez",['Mabrouk El Mechri'],6.5
4429,"children,fantasy,musical,romance",1,cinderella,2021,"Camila Cabello,Billy Porter,Nicholas Galitzine,Idina Menzel,Pierce Brosnan,Minnie Driver,Tallulah Greive,Maddie Baillio,Charlotte Spencer,James Corden",['Kay Cannon'],6
4430,"drama,fantasy",1,krabat,2008,"David Kross,Christian Redl,Daniel Brühl,Robert Stadlober,Paula Kalenberg,Hanno Koffler,Anna Thalbach,Charly Hübner,Moritz Grove,Tom Wlaschiha",['Marco Kreuzpaintner'],4
4431,"crime,horror,thriller",3,saw v,2008,"Scott Patterson,Costas Mandylor,Tobin Bell,Tobin Bell,Betsy Russell,Julie Benz,Meagan Good,Mark Rolston,Carlo Rota,Greg Bryk,Laura Gordon",['David Hackl'],6.333333333
4432,comedy,4,sex drive,2008,"Josh Zuckerman,Clark Duke,Amanda Crew,James Marsden,Seth Green,Alice Greczyn,Katrina Bowden,Charlie McDermott,Mark L. Young,Cole Petersen",['Sean Anders'],7.25
4433,"drama,mystery",1,the island,2023,"Michael Jai White,Gillian White,Jackson Rathbone,Edoardo Costa,Wayne Gordon,Donald Brooks,Esther Brooks,Corbie Cenita,Kishorn Charles,Frank Corbie",['Shaun Paul Piccinino'],8
4434,"adventure,children,comedy",4,beverly hills chihuahua,2008,"Drew Barrymore,George Lopez,Piper Perabo,Manolo Cardona,Jamie Lee Curtis,José María Yazpik,Maury Sterling,Jesús Ochoa,Eugenio Derbez,Omar Leyva",['Raja Gosnell'],4.25
4435,"action,horror,thriller",1,splinter,2022,"Jim Thalman,Kristin Muri,Quincy Saadeh,Tom Martin,Andrew Hunsicker,Amanda Brooke Lerner,Larry Mihlon,Joseph Amorino,Michael P.J. Marston,Nada Elsayed",['Tom Ryan'],8
4436,"adventure,drama,war,western",5,australia,2009,"Florin Batrinu,Vasile Bereghi,Beniamin Calancea,Pavel Calancea,Claudiu Kostity,Radu Munteanu,Daniel Podina,Mihai Rosus",['Claudiu Mitcu'],6.4
4437,"action,adventure,animation,children,comedy",18,bolt,2019,"Masatoshi Nagase,Hirohito Goto,Masami Horiuchi,Kazuhiko Kanayama,Shirô Sano,Kôichi Satô,Sarara Tsukifune,Kaito Yoshimura,Shima Ônishi",['Kaizô Hayashi'],6.777777778
4438,drama,11,milk,2019,"Lee Westwick,Swaylee Loughnane,Giuseppe Cappetta","['Swaylee Loughnane', 'Lee Westwick']",7.090909091
